"hsap_gene_name","decidua"
"RP11-312B8.1",0.00545802465747784
"CAMTA1",85.5860949323518
"RP11-334N17.1",0
"RP3-453P22.2",0
"RP4-549F15.1",0
"RP11-338N10.1",0
"RP11-338N10.2",0
"RP11-338N10.3",0.0690928911775218
"VAMP3",58.344785817591
"PER3",2.95238220767028
"RP3-467L1.4",0
"UTS2",0.991764514194719
"TNFRSF9",1.86299544006378
"PARK7",465.372196436839
"ERRFI1",13.678214757861
"RP11-431K24.1",0.219833927262506
"RP11-431K24.3",0
"RP11-431K24.4",0
"SLC45A1",1.46097494889794
"RERE",12.4297581261841
"RP5-1115A15.1",0.129901473620834
"RP4-633I8.4",0.00459695479418553
"ENO1",514.595249372365
"ENO1-AS1",0.885194456696932
"CA6",0.530685851123017
"SLC2A7",0
"SLC2A5",3.27717464131104
"GPR157",0.810384334817862
"RP3-510D11.1",0.187461564768299
"RP3-510D11.2",0.350409039452408
"H6PD",7.50303592767203
"SPSB1",20.193031602169
"RP13-392I16.1",0
"SLC25A33",9.87363459928549
"TMEM201",0.801142693304962
"PIK3CD",7.28167799692241
"C1orf200",0.107656359053365
"RP11-558F24.4",2.7777087298996
"CLSTN1",15.551466949349
"CTNNBIP1",21.9324861982283
"RP11-84A14.5",0
"LZIC",23.3475446909251
"NMNAT1",4.44109415620383
"RBP7",2.15797356283645
"UBE4B",5.62947588891938
"KIF1B",6.46173677603662
"PGD",26.2410849872022
"RP4-736L20.3",0
"APITD1",6.4125200045926
"APITD1-CORT",0.00942175788784388
"CORT",0.0874059370411073
"DFFA",17.432768402787
"RP5-1113E3.3",0.0148240510311184
"PEX14",8.73822455768656
"CASZ1",1.63929584431233
"RP4-734G22.3",0
"C1orf127",0.2103276373117
"TARDBP",29.4352991182954
"MASP2",0
"RP4-635E18.8",1.27498985648734
"SRM",21.1791408576716
"EXOSC10",10.0079040253495
"RP4-635E18.7",0.0243924826845522
"RP4-635E18.6",1.74929513186169
"MTOR",3.95118336834439
"MTOR-AS1",0.00777908518269415
"ANGPTL7",0.00416739642987399
"UBIAD1",5.57877782318033
"PTCHD2",0
"RP1-69M21.2",0
"FBXO2",5.57404727622026
"FBXO44",6.09370901100031
"FBXO6",14.2183707868375
"MAD2L2",41.9936558895196
"DRAXIN",9.11185785656584
"AGTRAP",78.7384453914398
"C1orf167",2.57077701733176
"RP11-56N19.5",0
"MTHFR",4.90291534864038
"CLCN6",2.36484191091126
"NPPA-AS1",0.232829519588282
"NPPA",0.280343384232434
"NPPB",0
"KIAA2013",9.44888777449386
"PLOD1",33.163558137796
"MFN2",8.24092351763484
"MIIP",18.1637914015868
"TNFRSF8",2.06863594241352
"TNFRSF1B",13.0541874507239
"VPS13D",17.0153150030886
"RP5-888M10.2",0.0112592085131451
"DHRS3",100.015808706567
"RP11-474O21.5",3.04449259358878
"AADACL4",1.27483124970625
"AADACL3",0
"C1orf158",0.0610329877507415
"PRAMEF12",0
"PRAMEF1",0
"RP5-845O24.8",0
"PRAMEF11",0
"HNRNPCL1",0
"PRAMEF2",0
"PRAMEF4",0
"PRAMEF10",0
"PRAMEF7",0
"PRAMEF6",0
"PRAMEF22",0
"WI2-3308P17.2",0
"RP13-221M14.2",0
"PRAMEF26",0
"PRAMEF3",0
"PRAMEF5",0
"PRAMEF8",0
"PRAMEF9",0
"RP11-219C24.10",0
"PRAMEF13",0
"PRAMEF18",0
"PRAMEF16",0
"PRAMEF21",0
"PRAMEF15",0
"PRAMEF14",0
"PRAMEF19",0
"PRAMEF17",0
"PRAMEF20",0
"LRRC38",0
"RP4-597A16.2",0
"PDPN",45.7530000786084
"CTA-520D8.2",0
"PRDM2",11.207020254253
"RP11-344F13.1",0.00566637974386196
"RP4-704D23.1",0.0140031269822739
"KAZN",3.82431519561805
"TMEM51",3.696842738973
"C1orf195",0
"FHAD1",0.445679699211257
"RP3-467K16.2",0.309106659875674
"RP3-467K16.7",0
"RP3-467K16.4",0
"EFHD2",36.4785307558082
"CTRC",0.0645023259174421
"CELA2A",0.0229743791003632
"CELA2B",0.0145295215249849
"CASP9",7.02942470357609
"DNAJC16",3.60727100746327
"RP4-680D5.8",0
"AGMAT",0.42965888321645
"RP4-680D5.2",0.0268375791054418
"DDI2",5.9076886646899
"RSC1A1",0
"RP4-680D5.9",0.00651449216859347
"PLEKHM2",6.7026681918086
"RP11-288I21.1",0
"SLC25A34",0.170442739922031
"RP11-169K16.4",0.1073813034635
"TMEM82",0.00424091604159699
"FBLIM1",29.783792686713
"RP11-169K16.9",6.83956054760952
"SPEN",9.88033523753445
"ZBTB17",4.47012869091605
"C1orf64",0.105082615708258
"RP11-5P18.5",0
"HSPB7",1.47752490821328
"CLCNKA",0
"CLCNKB",0.0136899797575852
"FAM131C",0.354081936230859
"EPHA2",2.75841260326296
"RP11-276H7.2",0.0161152729340639
"RP11-276H7.3",0.0210825688266813
"ARHGEF19-AS1",0
"ARHGEF19",6.06982335590101
"C1orf134",0.0124186995860562
"RSG1",2.68639187253204
"FBXO42",6.2784020735176
"SZRD1",41.1920251688634
"SPATA21",0.00788425000117869
"NECAP2",41.876910322646
"RP4-798A10.2",0.451900658062537
"RP4-798A10.7",0.230130361922537
"RP4-798A10.4",0.00731979274153248
"U1",0.0845291674654673
"FAM231B",0
"NBPF1",8.75324756833303
"RP5-1182A14.5",0
"CROCCP2",6.16200360478631
"FAM231A",0
"FAM231C",0
"CROCC",3.08696203973023
"RP11-108M9.1",0
"RP11-108M9.2",0.00501735946165419
"U1.1",0.0845291674654673
"RP11-108M9.4",27.7129775576566
"RP11-108M9.6",2.81148408148151
"MFAP2",5.70352408462618
"RP1-37C10.3",0
"ATP13A2",3.49699824194798
"SDHB",75.3209759929759
"PADI2",0.155522977378152
"RP11-380J14.1",0
"PADI1",0
"PADI3",0
"PADI4",0.112386621240201
"AC004824.2",0
"RP1-20B21.4",0
"RCC2",8.10164616211689
"ARHGEF10L",3.14599590573895
"RP11-473A10.2",0
"ACTL8",0
"RP11-174G17.2",0
"IGSF21",2.43790159261755
"RP11-174G17",0
"RP11-422P22.1",0
"KLHDC7A",0.258677158622935
"PAX7",0
"TAS1R2",0
"RP13-279N23.2",0
"ALDH4A1",3.29674966614059
"IFFO2",0.660132676715366
"UBR4",9.72453263408201
"RP1-43E13.2",1.55853130873057
"EMC1",6.02247851843427
"MRTO4",21.915064174983
"AKR7A3",0.632940125093238
"AKR7A2",65.823731575943
"PQLC2",5.80930827886584
"CAPZB",280.02602961419
"RP5-1056L3.1",0.0488288378819593
"MINOS1-NBL1",0.0211596778534263
"MINOS1",300.487321417843
"NBL1",40.3525956229744
"HTR6",0
"TMCO4",4.68365693311333
"RNF186",0.00716859475341733
"RP11-91K11.2",0.0177319528078082
"OTUD3",1.01104755838319
"PLA2G2E",0
"PLA2G2A",148.49956443137
"PLA2G5",0.468389604217652
"PLA2G2D",0.0403188379130969
"PLA2G2F",0
"RP3-340N1.2",0.186072232185017
"PLA2G2C",0.0306251981313217
"UBXN10-AS1",4.0038359998302
"UBXN10",2.54915255134628
"RP3-340N1.6",0
"VWA5B1",0
"RP4-745E8.2",0
"LINC01141",0
"RP4-749H3.2",0
"CAMK2N1",2.04557040099446
"MUL1",12.9153616531793
"FAM43B",0.0913366221271152
"CDA",21.1430552860703
"PINK1",8.28832616685889
"PINK1-AS",0.131187484939418
"DDOST",100.654434210938
"KIF17",0.755407774773163
"SH2D5",0
"RP5-930J4.2",0
"HP1BP3",50.6690111207503
"RP5-930J4.4",0.0221243375193438
"EIF4G3",12.7227101126091
"ECE1",18.9378478171485
"RP3-329E20.2",0.0154085842671359
"RP5-1071N3.1",0.00462988581664482
"RP11-293F5.1",0
"NBPF3",0.0788800359820858
"ALPL",0.641218414813706
"RP11-63N8.3",0
"RAP1GAP",1.37215369954897
"USP48",19.139670193603
"LDLRAD2",0.0704340120018
"HSPG2",26.1208821538671
"CELA3B",0
"CELA3A",0
"RP1-224A6.3",0.574719543691504
"LINC00339",4.11292031248421
"CDC42",267.984415020437
"RP1-224A6.9",0.00674613341989972
"WNT4",5.51990711001164
"ZBTB40",1.80582999434274
"EPHA8",0
"C1QA",560.490323965277
"C1QC",235.225900574788
"C1QB",459.579614337549
"EPHB2",1.15544982246933
"RP11-69E9.1",0
"RP1-74M1.3",0.0603997313592981
"LACTBL1",0
"C1orf234",0.0387250014670568
"KDM1A",7.87597417933945
"RP1-184J9.2",0
"LUZP1",28.2982412785562
"HTR1D",0.0854237009844532
"RP5-1057J7.6",1.39540257926838
"HNRNPR",86.7847869540318
"ZNF436",1.65006967009764
"C1orf213",0.943909710503326
"RP5-1057J7.7",0.036861025549683
"TCEA3",5.45191844623551
"ASAP3",0.903676064662157
"E2F2",0.11660700030557
"RP1-150O5.3",0.162185625114875
"ID3",149.982856815429
"MDS2",0.13709674824269
"RPL11",4367.1731119542
"TCEB3",10.826037451572
"RP5-886K2.3",4.08130697483799
"PITHD1",40.3711256350518
"LYPLA2",32.0605184479965
"GALE",20.6123142830731
"HMGCL",26.4957713869067
"FUCA1",31.9794596691765
"CNR2",0.798104925495477
"RP11-4M23.3",0
"PNRC2",3.59090703040519
"SRSF10",22.5711234459261
"RP11-293P20.2",0.0612941599905068
"MYOM3",0
"RP11-293P20.4",0
"IL22RA1",0
"IFNLR1",0.0993616384520154
"RP11-10N16.2",0.00399048581986052
"RP11-10N16.3",0
"GRHL3",0
"STPG1",2.29872042672393
"NIPAL3",5.97173226554007
"RCAN3",7.48538187256544
"RP4-594I10.3",4.6558811984179
"NCMAP",0.517559728100347
"SRRM1",107.527919765075
"CLIC4",39.1346864733709
"RUNX3",29.0589663912861
"RP11-84D1.1",0
"RP11-84D1.2",0
"RP4-799D16.1",0
"RP4-706G24.1",0
"SYF2",127.389532644191
"C1orf63",117.356047913625
"RP3-465N24.6",0.59447497779378
"RHD",0.0223519694443213
"TMEM50A",156.008921073381
"RHCE",0.830097960901859
"TMEM57",13.8682215971324
"LDLRAP1",6.98810421261311
"RP11-70P17.1",0.0818049151963396
"MAN1C1",2.37351126696944
"RP1-187B23.1",1.12177319911779
"SEPN1",8.65319227636529
"RP1-317E23.6",0
"RP1-317E23.3",0.258170092236784
"MTFR1L",25.3299757346441
"AL020996.1",0.554967554882675
"RP1-317E23.7",0
"AUNIP",0.128730825638574
"RP1-125I3.2",0.0196885755622722
"PAQR7",8.4555137879063
"STMN1",149.959447039625
"PAFAH2",5.6499618568801
"EXTL1",0.313067461706845
"SLC30A2",4.08745305277108
"TRIM63",0
"PDIK1L",2.07705414334944
"FAM110D",0.903481515688762
"ZNF593",49.9844589960551
"RP11-96L14.7",0
"CNKSR1",0.539301062405827
"CATSPER4",0
"CEP85",1.51643661688789
"SH3BGRL3",1198.9183067928
"UBXN11",7.44904928781384
"CD52",450.515303443765
"AIM1L",0.810170981841257
"ZNF683",65.3061995827213
"LIN28A",0.0269439609799713
"DHDDS",10.5090074298645
"RP3-476K8.3",0
"HMGN2",498.522679459534
"RPS6KA1",14.9859330013139
"RP5-968P14.2",0.0835691460298834
"ARID1A",12.973861342976
"PIGV",7.39753047243008
"ZDHHC18",3.16700257313973
"SFN",11.3328784197264
"RP1-50O24.6",0
"GPN2",11.5469959001994
"GPATCH3",4.17495699533713
"NUDC",116.737768452099
"NR0B2",0
"C1orf172",2.23354107767
"TRNP1",6.427661124334
"FAM46B",3.4879030729617
"SLC9A1",3.50362465695935
"RP11-40H20.4",0
"WDTC1",4.05135156834058
"TMEM222",20.5965080338636
"SYTL1",11.3264852494315
"MAP3K6",2.6476194346919
"FCN3",0.0975218872045961
"CD164L2",0.722087220427652
"GPR3",0.0770781810934426
"WASF2",79.8381260950957
"RP4-752I6.1",0
"RP1-159A19.4",0.0421773175899886
"AHDC1",4.65224192167276
"FGR",47.8138692998854
"RP11-288L9.1",0.219179257328849
"IFI6",91.5753747294524
"RP11-288L9.4",0
"FAM76A",7.36075995669633
"STX12",40.6239490496274
"PPP1R8",21.4423063588429
"AL109927.1",0
"THEMIS2",15.8203019507027
"RPA2",56.7906739960771
"SMPDL3B",1.75822681463163
"RP11-460I13.2",0.00413765493019604
"XKR8",5.31086163201208
"EYA3",7.03439258407106
"PTAFR",5.52510927803391
"DNAJC8",123.954762872775
"AL353354.1",0
"AL353354.2",0.0319588227187856
"ATPIF1",329.38874712495
"RP5-1092A3.4",1.17607907559863
"RP5-1092A3.5",0.121156741566976
"SESN2",4.38788909110846
"MED18",6.2212924866092
"PHACTR4",15.053140510133
"RCC1",14.006963714844
"TRNAU1AP",17.9112571501027
"SNHG12",8.83678006399892
"TAF12",62.6255386664502
"RAB42",1.6154931487306
"RP11-442N24--B.1",0.882825056755637
"RNU11",0.252878138942366
"GMEB1",4.6404302125723
"YTHDF2",55.0952517184869
"OPRD1",0
"RP1-212P9.2",0.00988724575058784
"RP1-212P9.3",0.0064357967458771
"EPB41",5.36243949128934
"TMEM200B",0.945898713593177
"RP11-242O24.3",0
"SRSF4",48.9036844471483
"RP11-242O24.5",0
"MECR",6.96275691592088
"RP11-467D18.2",0
"PTPRU",3.2893780217096
"RP3-437I16.1",0
"RP4-656G21.1",0
"RP11-111I12.1",0
"RP5-893G23.1",0
"RP4-591L5.1",0
"RP4-591L5.2",0
"MATN1",0.136541217230361
"MATN1-AS1",1.08750097094688
"LAPTM5",280.159897566115
"RP5-1125N11.1",0
"RP1-65J11.1",0.455622265136831
"RP1-65J11.5",0
"SDC3",11.7210207653119
"PUM1",15.7961742116416
"NKAIN1",0.977392152705836
"SNRNP40",29.2900236018816
"ZCCHC17",50.7910779497562
"RP11-266K22.2",0
"FABP3",12.4000674783993
"SERINC2",15.5644703889354
"AC114494.1",0
"RP11-439L8.3",0
"RP11-439L8.4",0
"RP11-73M7.1",0
"TINAGL1",18.926318593168
"HCRTR1",0.0178390966994995
"PEF1",52.9417547157861
"RP11-73M7.6",0
"RP11-73M7.9",0.0658912687059623
"COL16A1",0.894488166240396
"BAI2",0.0316865485499871
"RP11-84A19.3",0
"SPOCD1",0.353601458460777
"RP11-84A19.2",0.0206887089136723
"RP11-84A19.4",0.158502482669259
"PTP4A2",48.2083742476396
"AL136115.1",0
"RP4-534N18.2",0.0151807484427778
"KHDRBS1",76.9205542163501
"RP11-277A4.4",0.128420986956552
"TMEM39B",13.4904070129352
"KPNA6",14.6753372396872
"TXLNA",7.40651841768291
"CCDC28B",17.0229245562318
"RP4-622L5.7",0.0868082666532045
"IQCC",1.52401082634035
"DCDC2B",0.901633097891179
"TMEM234",11.7615007867145
"EIF3I",196.83088720652
"FAM167B",31.9191320335012
"LCK",28.2935200613467
"HDAC1",50.7513942375015
"MARCKSL1",142.367501046386
"RP4-811H24.9",0
"TSSK3",0.0303834956563164
"FAM229A",3.82459023508581
"BSDC1",21.5648500281954
"RP1-27O5.3",0
"ZBTB8B",0.170001405013087
"ZBTB8A",5.69229850358568
"ZBTB8OS",57.1676844978117
"RBBP4",50.6155227665248
"SYNC",9.83013804222715
"RP11-114B7.6",0
"KIAA1522",3.08316134034887
"YARS",26.014500237011
"S100PBP",12.8540102913786
"FNDC5",0.120043523668739
"HPCA",0.0710271208398619
"TMEM54",7.63405701972678
"RNF19B",3.11555583925827
"FKSG48",0.020950368639544
"RP1-117O3.2",0
"AK2",54.9835151794988
"ADC",0.654351948481359
"TRIM62",0.328280854468861
"ZNF362",5.1603532391726
"RP11-415J8.7",0
"A3GALT2",0
"RP11-415J8.3",0
"PHC2",9.84439136501507
"RP11-415J8.5",0
"ZSCAN20",0.122402160840711
"CSMD2",0.0673331782134501
"HMGB4",0
"RP5-1007G16.1",0
"C1orf94",0
"SMIM12",35.4201771052721
"GJB5",0
"GJB4",0
"RP1-34M23.5",0
"GJB3",0.00489160798375775
"GJA4",4.25765959460594
"RP5-997D16.2",0
"DLGAP3",1.09634554059396
"RP11-244H3.4",0.551051642599783
"ZMYM6NB",0.0109656682620758
"ZMYM6",2.519476818605
"ZMYM1",3.24794366614759
"SFPQ",94.1429695339894
"ZMYM4",8.52376480173541
"ZMYM4-AS1",0
"KIAA0319L",7.69357447674029
"NCDN",4.43021111250472
"RP4-728D4.2",2.21588170744448
"TFAP2E",0.361062093029347
"PSMB2",132.945961217183
"C1orf216",4.1868419722023
"CLSPN",6.98957348129496
"RP11-435D7.3",0
"AGO4",2.40582401503308
"AGO1",3.55791143467707
"RP4-789D17.5",0.00746024367140256
"AGO3",13.0178657040993
"RP4-665N4.8",0
"TEKT2",0.493761198696291
"ADPRHL2",19.5465991724389
"COL8A2",0.26928356014499
"TRAPPC3",51.0932812105897
"MAP7D1",15.8742103584888
"THRAP3",70.09731178672
"SH3D21",0.454547711432756
"EVA1B",23.4074265292998
"RP11-268J15.5",0.165643406519531
"STK40",8.82980365152453
"LSM10",60.8772179091832
"OSCP1",6.32725109393837
"MRPS15",106.636381975042
"CSF3R",6.1782783559118
"RP4-614N24.1",0
"GRIK3",0.0213474137458815
"RP5-1180C18.1",0
"LINC01137",2.62688252469279
"ZC3H12A",23.9406514397533
"MEAF6",75.9784022104173
"SNIP1",4.35365278530412
"DNALI1",8.05130425779933
"GNL2",22.5888478675256
"RSPO1",0.250854917579407
"C1orf109",5.58393137858557
"CDCA8",3.43284437105842
"EPHA10",0
"MANEAL",0.237885776495903
"RP11-109P14.9",0
"YRDC",2.1944007569685
"C1orf122",73.8197300677375
"MTF1",11.3328308353524
"AL929472.1",0
"RP11-109P14.10",0
"INPP5B",3.09168158321394
"SF3A3",31.8029756863899
"FHL3",24.7572192074892
"UTP11L",45.4263997022186
"POU3F1",0.173468605001441
"RP5-884C9.2",0
"RP11-214L19.1",0
"RP11-329N22.1",0
"RRAGC",14.7304736656318
"RP5-864K19.4",1.34386071534812
"MYCBP",14.0113269301028
"GJA9",0
"RHBDL2",2.45101135034592
"AKIRIN1",20.7218907266342
"NDUFS5",543.539034317892
"MACF1",41.8279834528729
"RP11-420K8.1",0
"KIAA0754",0.920776153860207
"BMP8A",0.0799281799027406
"RP11-69E11.4",4.15101845867376
"PABPC4",31.9695932171056
"RP11-69E11.8",0
"HEYL",1.24385402227834
"RP1-144F13.3",0
"NT5C1A",0
"HPCAL4",0.0670255078304895
"PPIE",46.7477509352936
"BMP8B",1.01411239826733
"OXCT2",0.336006404991663
"RP1-118J21.25",0.120818422635386
"TRIT1",9.10237257847684
"MYCL",0.258968074753086
"RP1-118J21.5",0.0422228252868759
"MFSD2A",6.03803183025575
"CAP1",217.721309495102
"PPT1",66.8037981522767
"RLF",8.03472035383041
"TMCO2",0
"RP1-39G22.7",4.19606498971543
"ZMPSTE24",19.5019674136129
"COL9A2",0.871091422580378
"SMAP2",15.0665368710167
"ZFP69B",0.347085016011255
"ZFP69",1.14896223291847
"RP11-656D10.3",3.66205269032858
"EXO5",3.43256860523836
"RP11-656D10.5",0
"RP11-656D10.6",0
"ZNF684",5.83453560257668
"RIMS3",1.2011132925862
"RP4-739H11.3",0
"NFYC-AS1",0.361290649694757
"NFYC",27.5943761426607
"KCNQ4",0.041204435311344
"CITED4",0.995383472915105
"RP5-1066H13.4",0
"CTPS1",8.4715671408624
"SLFNL1",0.0285180169689172
"SCMH1",7.59237435243861
"RP11-399E6.1",0
"FOXO6",0.0103753891536118
"RP11-399E6.4",0.0058928587644456
"EDN2",0.0257423572945728
"HIVEP3",5.0593667465177
"RP11-486B10.3",0
"GUCA2B",0
"GUCA2A",0
"FOXJ3",6.71872680798328
"RIMKLA",0.315314399370519
"ZMYND12",3.06148619766189
"PPCS",78.3769896166037
"CCDC30",1.91447816111203
"PPIH",41.8369379130534
"RP5-994D16.3",0.06743162844941
"YBX1",1007.5656408753
"CLDN19",0.0145929833083706
"LEPRE1",17.1033227612798
"C1orf50",18.9380489210732
"RP5-994D16.9",0
"CCDC23",52.6883889504315
"ERMAP",3.09025791113602
"RP11-342M1.3",1.09692986391046
"ZNF691",4.97445449993072
"SLC2A1",34.0864832974615
"SLC2A1-AS1",1.86384280780549
"FAM183A",4.8211413315173
"EBNA1BP2",34.8653528407361
"WDR65",0.221049992869131
"TMEM125",4.89073738161448
"C1orf210",1.85585276460855
"TIE1",8.42996321034662
"MPL",0
"RP1-92O14.3",0.390812817909714
"CDC20",5.33372124851908
"ELOVL1",37.4070457123831
"MED8",25.3898900747351
"RP1-92O14.6",0
"SZT2",2.574365980882
"SZT2-AS1",0
"HYI",22.951070112943
"HYI-AS1",0.00576886211675358
"PTPRF",3.6401300806853
"KDM4A",7.30420047091636
"KDM4A-AS1",0.520624317050639
"ST3GAL3",3.53094109646736
"RP11-184I16.4",0.0740506887718285
"ARTN",0.0161390223128762
"RP11-7O11.3",0.936929366379145
"IPO13",2.33974833020713
"DPH2",5.94039152902128
"ATP6V0B",184.557725814825
"B4GALT2",2.15306434601778
"CCDC24",2.59362671276611
"SLC6A9",0.0462364661590928
"RP5-1198O20.4",0.116367496287898
"KLF17",0
"DMAP1",14.3303645904315
"ERI3",32.6384276559515
"RNF220",8.88355532548069
"TMEM53",8.18346795187973
"C1orf228",2.75766704713297
"KIF2C",1.92110299430097
"RP11-269F19.2",0.157643519406255
"RPS8",5234.09728327303
"BEST4",0.0118903087033684
"PLK3",11.2749600517654
"TCTEX1D4",0.15204036991657
"BTBD19",1.26778900398102
"PTCH2",0.301161083975356
"EIF2B3",19.4875000386185
"HECTD3",2.40065580941819
"UROD",48.1890235296101
"ZSWIM5",0.0935899626572597
"HPDL",0.42835114575805
"MUTYH",8.08475499379623
"TOE1",5.7898669015387
"TESK2",0.870165213221968
"CCDC163P",0.825355209302519
"MMACHC",0.362014696302559
"PRDX1",358.727268998713
"AKR1A1",83.5415297979622
"NASP",65.8670901495415
"CCDC17",0.473278752849625
"GPBP1L1",13.4971008986043
"TMEM69",18.957066784928
"IPP",3.42639762748262
"MAST2",2.76570188272021
"PIK3R3",7.57100119343351
"RP4-533D7.4",0
"RP4-533D7.5",0.0303832537984199
"TSPAN1",83.9280212441813
"RP11-322N21.2",0
"POMGNT1",13.3340389938515
"LURAP1",1.35237566724485
"RAD54L",0.356504671407619
"LRRC41",27.5972203345975
"UQCRH",454.1934780268
"NSUN4",4.3496785794757
"FAAH",0.813389794226837
"RP5-1109J22.2",0
"LINC00505",0
"DMBX1",0
